t,px,py,pz,rx,ry,rz,rw
1713724177021912813,-42.25459219320583,9.829749188774134,0.17199823740979708,-0.0035324657263436803,-0.00338412543358955,-0.6650882026370153,0.7467487878088632
1713724177021912813,-42.25459219320583,9.829749188774134,0.17199823740979708,-0.0035324657263436803,-0.00338412543358955,-0.6650882026370153,0.7467487878088632
1713724177021912813,-42.25459219320583,9.829749188774134,0.17199823740979708,-0.0035324657263436803,-0.00338412543358955,-0.6650882026370153,0.7467487878088632
1713724177021912813,-42.25459219320583,9.829749188774134,0.17199823740979708,-0.0035324657263436803,-0.00338412543358955,-0.6650882026370153,0.7467487878088632
1713724177021912813,-42.25459219320583,9.829749188774134,0.17199823740979708,-0.0035324657263436803,-0.00338412543358955,-0.6650882026370153,0.7467487878088632
1713724177021912813,-42.25459219320583,9.829749188774134,0.17199823740979708,-0.0035324657263436803,-0.00338412543358955,-0.6650882026370153,0.7467487878088632
1713724177021912813,-42.25459219320583,9.829749188774134,0.17199823740979708,-0.0035324657263436803,-0.00338412543358955,-0.6650882026370153,0.7467487878088632
1713724177021912813,-42.25459219320583,9.829749188774134,0.17199823740979708,-0.0035324657263436803,-0.00338412543358955,-0.6650882026370153,0.7467487878088632
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
1713724177121897697,-42.254567975681574,9.829691815088133,0.1720143995938761,-0.0035449125371541236,-0.0033816421227205076,-0.665074671159411,0.7467607916018753
